"plot_names","B2","B3","B4","B5","B6","B7","B8","B8A","B11","B12","dat"
"Obernschreez_726_Ost",0.0333,0.0713,0.0508,0.1387,0.3419,0.3848,0.4271,0.4341,0.2038,0.103,2023-01-16
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Obernschreez_734",0.0296,0.0577,0.0504,0.1137,0.2536,0.2881,0.3028,0.3145,0.1574,0.0811,2023-01-16
"Schobertsberg_1",0.0255,0.0546,0.0365,0.1071,0.2887,0.343,0.355,0.3671,0.1825,0.0966,2023-01-16
"Schobertsberg_2",0.0221,0.0536,0.0502,0.1239,0.2911,0.334,0.3402,0.379,0.1907,0.0989,2023-01-16
"Schobertsberg_3",0.0263,0.0588,0.041,0.1128,0.303,0.3564,0.3762,0.3958,0.1981,0.1027,2023-01-16
"Schobertsberg_4",0.0253,0.054,0.0403,0.1082,0.2896,0.3373,0.3587,0.3703,0.1683,0.0834,2023-01-16
"Schobertsberg_5",0.0206,0.0537,0.0411,0.1148,0.2877,0.3408,0.344,0.3767,0.1725,0.0851,2023-01-16
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Südlich_Deuterweg_1",0.0346,0.0714,0.0634,0.1402,0.3015,0.3353,0.3496,0.3799,0.2405,0.1297,2023-01-16
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Südlich_Deuterweg_6",0.0256,0.0614,0.0535,0.1178,0.2676,0.3003,0.3113,0.342,0.1775,0.0934,2023-01-16
"Südlich_Deuterweg_7",0.0281,0.0633,0.0541,0.1267,0.256,0.2934,0.2961,0.3303,0.1886,0.1003,2023-01-16
"68-2",0.028,0.0556,0.0399,0.1069,0.3163,0.3821,0.4025,0.4023,0.1782,0.0889,2023-01-16
"68-1",0.0217,0.0502,0.0337,0.098,0.2901,0.3483,0.346,0.3743,0.1619,0.0855,2023-01-16
"726-1",0.0293,0.0605,0.0427,0.1241,0.3276,0.3859,0.4012,0.4183,0.1813,0.0911,2023-01-16
"726-2",0.0106,0.0178,0.0142,0.037,0.1081,0.1274,0.1163,0.1378,0.0509,0.0299,2023-01-16
"734-1",0.0282,0.0522,0.0441,0.1052,0.2615,0.3038,0.3158,0.3388,0.1582,0.0802,2023-01-16
"557-1",0.0356,0.0772,0.0571,0.1475,0.3638,0.4141,0.464,0.4567,0.2365,0.1176,2023-01-16
"557-2",0.0209,0.0499,0.0318,0.0793,0.2392,0.2869,0.3268,0.3424,0.1452,0.0746,2023-01-16
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"48-2",0.0233,0.0603,0.0427,0.1163,0.3112,0.3619,0.3804,0.4021,0.172,0.088,2023-01-16
"48-1",0.0215,0.0522,0.036,0.1049,0.2722,0.314,0.3452,0.3351,0.1552,0.0836,2023-01-16
"130",0.0349,0.0662,0.0644,0.1409,0.2944,0.3465,0.3648,0.3907,0.2244,0.1177,2023-01-16
"88-2",0.0249,0.0507,0.0327,0.1019,0.2618,0.3058,0.3272,0.3248,0.1535,0.0801,2023-01-16
"88-1",0.0233,0.054,0.0429,0.1121,0.3027,0.3472,0.3529,0.3833,0.1784,0.096,2023-01-16
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"456-2",0.0283,0.0646,0.0492,0.129,0.2949,0.3373,0.3499,0.3727,0.191,0.1009,2023-01-16
"456-1",0.0283,0.059,0.0438,0.109,0.2584,0.2976,0.3321,0.3423,0.174,0.0915,2023-01-16
"359-1",0.0206,0.0446,0.0351,0.0949,0.2573,0.3056,0.317,0.3429,0.163,0.0872,2023-01-16
"359-2",0.0148,0.027,0.0155,0.0435,0.1321,0.1398,0.166,0.1587,0.0799,0.0399,2023-01-16
"359-3",0.0193,0.0465,0.0294,0.0902,0.2505,0.2953,0.291,0.3228,0.154,0.0819,2023-01-16
"705-2",0.0254,0.0567,0.0394,0.1182,0.3142,0.3711,0.3768,0.4055,0.1664,0.0796,2023-01-16
"705-3",0.0247,0.0558,0.0417,0.1006,0.2416,0.2843,0.3287,0.312,0.1524,0.0804,2023-01-16
"705-1",0.0194,0.0561,0.0334,0.0971,0.2452,0.2991,0.3583,0.3306,0.1419,0.0695,2023-01-16
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-23
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"303-2",0.1073,0.1397,0.1038,0.2002,0.4081,0.4607,0.4784,0.4889,0.0765,0.0442,2023-02-07
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"302",0,0,0,0.0085,0.0379,0.0549,0.0064,0.0502,0.0056,0.0102,2023-02-07
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-07
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-08
